"id","numero_individu","permis","date_debut","date_fin"
5902,"20251024007532","B","1990-03-01",NULL
5903,"20251024007534","B","2007-05-22","2012-03-26"
5904,"20251024007534","C","2012-03-27",NULL
5905,"20251024007535","G","2003-06-22",NULL
5906,"20251024007536","C","2019-05-14",NULL
5907,"20251024007537","B","2011-05-17",NULL
5908,"20251024007538","L","2013-04-01",NULL
5909,"20251024007539","B","1972-05-07",NULL
5910,"20251024007540","B","2004-06-10",NULL
5911,"20251024007541","B","1988-03-19",NULL
5912,"20251024007542","C","2007-11-14",NULL
5913,"20251024007543","C","2001-10-29",NULL
5914,"20251024007544","C","1981-08-09",NULL
5915,"20251024007545","L","2002-04-30",NULL
5916,"20251024007547","B","1998-01-24",NULL
5917,"20251024007548","C","2005-10-18",NULL
5918,"20251024007549","F","2022-12-06",NULL
5919,"20251024007550","B","1984-04-30",NULL
5920,"20251024007551","C","1958-04-25",NULL
5921,"20251024007552","N","1984-08-09",NULL
5922,"20251024007555","C","1996-01-06",NULL
5923,"20251024007556","S","2021-03-31",NULL
5924,"20251024007557","N","2016-08-22",NULL
5925,"20251024007558","B","1982-07-31",NULL
5926,"20251024007559","G","2008-06-27","2009-06-22"
5927,"20251024007559","B","2009-06-23",NULL
5928,"20251024007560","C","1984-02-19",NULL
5929,"20251024007561","B","2018-04-01",NULL
5930,"20251024007562","B","1977-02-15","1981-01-25"
5931,"20251024007562","C","1981-01-26",NULL
5932,"20251024007563","N","2009-11-09",NULL
5933,"20251024007564","B","2019-06-06",NULL
5934,"20251024007565","C","2006-02-06",NULL
5935,"20251024007566","B","1994-06-08",NULL
5936,"20251024007567","B","2008-03-09",NULL
5937,"20251024007568","C","2022-03-11",NULL
5938,"20251024007570","B","2023-04-13",NULL
5939,"20251024007574","C","2018-10-05",NULL
5940,"20251024007575","C","2011-03-14",NULL
5941,"20251024007576","B","2006-01-28",NULL
5942,"20251024007578","G","2010-04-16",NULL
5943,"20251024007579","B","2022-02-11",NULL
5944,"20251024007580","C","1975-08-18",NULL
5945,"20251024007582","B","2002-12-09",NULL
5946,"20251024007583","B","2022-09-07",NULL
5947,"20251024007585","C","1954-10-14",NULL
5948,"20251024007586","B","2023-05-10",NULL
5949,"20251024007587","C","1969-12-17",NULL
5950,"20251024007588","N","2017-04-07",NULL
5951,"20251024007589","C","1993-11-04",NULL
5952,"20251024007591","C","1987-12-30",NULL
5953,"20251024007594","C","2021-10-24",NULL
5954,"20251024007595","S","1961-07-08",NULL
5955,"20251024007596","B","2020-08-17",NULL
5956,"20251024007597","G","1994-04-11",NULL
5957,"20251024007598","L","2023-12-21","2024-07-18"
5958,"20251024007598","B","2024-07-19",NULL
5959,"20251024007601","B","2020-05-28",NULL
5960,"20251024007603","G","2022-07-24",NULL
5961,"20251024007604","L","2024-08-18",NULL
5962,"20251024007605","C","2016-06-11",NULL
5963,"20251024007606","C","2019-10-31",NULL
5964,"20251024007607","C","2020-03-09",NULL
5965,"20251024007611","B","2023-05-16",NULL
5966,"20251024007612","B","1969-08-29",NULL
5967,"20251024007613","B","2006-01-17",NULL
5968,"20251024007615","B","1989-06-09",NULL
5969,"20251024007616","B","1966-06-11",NULL
5970,"20251024007617","C","1997-06-10",NULL
5971,"20251024007618","L","2004-04-05","2004-10-02"
5972,"20251024007618","G","2004-10-03",NULL
5973,"20251024007619","B","2015-12-17",NULL
5974,"20251024007620","B","1969-10-21",NULL
5975,"20251024007622","B","2002-07-07",NULL
5976,"20251024007623","B","2006-03-09",NULL
5977,"20251024007625","S","2024-12-25",NULL
5978,"20251024007626","B","2022-02-16",NULL
5979,"20251024007627","C","1995-01-14",NULL
5980,"20251024007628","C","1983-12-10",NULL
5981,"20251024007630","C","2024-01-26",NULL
5982,"20251024007631","B","2008-03-17",NULL
5983,"20251024007633","F","2009-10-04",NULL
5984,"20251024007634","B","1988-10-13",NULL
5985,"20251024007635","B","2005-06-02",NULL
5986,"20251024007636","B","2000-04-05",NULL
5987,"20251024007637","C","2005-01-13",NULL
5988,"20251024007638","S","1991-07-09",NULL
5989,"20251024007639","B","2016-03-19",NULL
5990,"20251024007640","B","2014-07-16",NULL
5991,"20251024007641","B","2009-10-12",NULL
5992,"20251024007642","G","2019-04-29",NULL
5993,"20251024007643","C","2005-03-12",NULL
5994,"20251024007645","N","1990-01-09",NULL
5995,"20251024007646","B","2022-06-18",NULL
5996,"20251024007647","B","1967-02-03","1971-06-12"
5997,"20251024007647","C","1971-06-13",NULL
5998,"20251024007648","G","1999-04-13",NULL
5999,"20251024007649","B","1995-07-21",NULL
6000,"20251024007650","B","2020-09-11",NULL
6001,"20251024007653","C","1972-10-05",NULL
6002,"20251024007654","B","2022-06-19",NULL
6003,"20251024007655","N","1999-04-08",NULL
6004,"20251024007656","G","1988-05-01",NULL
6005,"20251024007657","G","2018-10-20",NULL
6006,"20251024007659","B","2024-10-14",NULL
6007,"20251024007662","B","1979-10-18",NULL
6008,"20251024007663","C","2023-09-17",NULL
6009,"20251024007664","C","2021-02-02",NULL
6010,"20251024007665","B","2014-09-22",NULL
6011,"20251024007666","B","2012-11-21",NULL
6012,"20251024007668","B","2024-05-20",NULL
6013,"20251024007669","B","2023-06-18",NULL
6014,"20251024007670","B","1980-11-08",NULL
6015,"20251024007671","L","1980-02-10",NULL
6016,"20251024007672","C","2019-06-24",NULL
6017,"20251024007673","C","1986-06-22",NULL
6018,"20251024007676","B","2005-01-07",NULL
6019,"20251024007677","C","2003-06-08",NULL
6020,"20251024007678","C","2002-03-14",NULL
6021,"20251024007680","C","2006-10-18",NULL
6022,"20251024007681","B","2021-09-08",NULL
6023,"20251024007682","C","2024-01-06",NULL
6024,"20251024007684","G","1983-10-16",NULL
6025,"20251024007685","G","2013-12-11","2014-12-06"
6026,"20251024007685","B","2014-12-07",NULL
6027,"20251024007686","C","2001-05-04",NULL
6028,"20251024007687","G","2013-05-21",NULL
6029,"20251024007689","B","2005-06-01",NULL
6030,"20251024007691","C","1976-08-13",NULL
6031,"20251024007692","L","1944-02-12",NULL
6032,"20251024007693","B","2020-12-26",NULL
6033,"20251024007695","C","1996-02-26",NULL
6034,"20251024007698","B","2009-03-18",NULL
6035,"20251024007699","C","2008-12-26",NULL
6036,"20251024007700","F","1995-09-21",NULL
6037,"20251024007701","C","2007-01-04",NULL
6038,"20251024007702","B","1980-01-27",NULL
6039,"20251024007706","B","2023-02-28",NULL
6040,"20251024007707","C","1989-04-12",NULL
6041,"20251024007709","L","1981-08-25",NULL
6042,"20251024007710","G","2019-11-28",NULL
6043,"20251024007711","C","2006-03-14",NULL
6044,"20251024007712","L","1968-07-07",NULL
6045,"20251024007713","C","2023-08-17",NULL
6046,"20251024007715","C","2004-03-26",NULL
6047,"20251024007716","B","2016-08-07",NULL
6048,"20251024007717","C","2006-06-16",NULL
6049,"20251024007718","C","2017-07-29",NULL
6050,"20251024007719","C","1995-07-26",NULL
6051,"20251024007720","G","2005-10-29",NULL
6052,"20251024007721","L","2024-08-14",NULL
6053,"20251024007722","C","1988-03-04",NULL
6054,"20251024007724","B","2010-05-19",NULL
6055,"20251024007725","B","1947-11-11",NULL
6056,"20251024007726","L","2011-09-09",NULL
6057,"20251024007727","N","2022-10-25",NULL
6058,"20251024007728","B","2022-11-09",NULL
6059,"20251024007729","B","1982-12-12","1987-05-20"
6060,"20251024007732","C","1986-03-27",NULL
6061,"20251024007733","C","1986-10-19",NULL
6062,"20251024007734","G","1991-11-26","1992-11-20"
6063,"20251024007735","B","2018-10-24",NULL
6064,"20251024007737","G","2023-04-30",NULL
6065,"20251024007738","B","1983-12-14",NULL
6066,"20251024007739","S","1990-12-20",NULL
6067,"20251024007741","C","2000-06-22",NULL
6068,"20251024007742","B","2000-05-20",NULL
6069,"20251024007743","B","2001-03-23",NULL
6070,"20251024007744","C","1994-12-20",NULL
6071,"20251024007745","B","2022-01-26",NULL
6072,"20251024007747","B","1967-08-21",NULL
6073,"20251024007749","C","2014-04-10",NULL
6074,"20251024007750","C","2008-01-28",NULL
6075,"20251024007753","G","1985-11-10",NULL
6076,"20251024007754","B","2017-07-01",NULL
6077,"20251024007756","N","1982-07-03","1983-06-28"
6078,"20251024007757","B","1986-04-03",NULL
6079,"20251024007758","C","2007-12-14",NULL
6080,"20251024007760","C","1981-10-18",NULL
6081,"20251024007761","B","2016-10-18",NULL
6082,"20251024007762","G","2024-05-17",NULL
6083,"20251024007765","C","1978-02-05",NULL
6084,"20251024007768","C","2024-03-25",NULL
6085,"20251024007769","F","1977-05-24",NULL
6086,"20251024007770","B","1976-09-20",NULL
6087,"20251024007771","C","1992-11-14",NULL
6088,"20251024007773","B","2017-04-14",NULL
6089,"20251024007775","B","2021-10-13",NULL
6090,"20251024007776","S","2016-02-18",NULL
6091,"20251024007777","B","1989-07-21",NULL
6092,"20251024007778","G","1992-01-08",NULL
6093,"20251024007779","B","1987-01-01",NULL
6094,"20251024007780","G","1957-04-22",NULL
6095,"20251024007781","B","2009-07-06",NULL
6096,"20251024007782","C","2012-12-29",NULL
6097,"20251024007785","C","1980-08-17",NULL
6098,"20251024007787","C","2002-09-17",NULL
6099,"20251024007789","B","2012-01-09",NULL
6100,"20251024007791","B","1993-02-11",NULL
6101,"20251024007792","B","1992-10-23",NULL
6102,"20251024007793","C","2024-12-30",NULL
6103,"20251024007794","B","2023-03-26",NULL
6104,"20251024007795","C","2010-01-20",NULL
6105,"20251024007796","G","1989-06-27",NULL
6106,"20251024007797","B","2020-09-01",NULL
6107,"20251024007798","B","2011-05-25",NULL
6108,"20251024007799","C","2020-02-24",NULL
6109,"20251024007800","B","2016-07-22",NULL
6110,"20251024007801","L","1996-11-18",NULL
6111,"20251024007802","S","1988-07-09",NULL
6112,"20251024007804","L","1966-04-10",NULL
6113,"20251024007805","F","1988-09-13",NULL
6114,"20251024007806","G","1985-03-27",NULL
6115,"20251024007807","B","1976-02-23",NULL
6116,"20251024007808","B","1994-12-24",NULL
6117,"20251024007809","B","2009-05-24",NULL
6118,"20251024007810","B","2016-09-25",NULL
6119,"20251024007811","C","2018-06-15",NULL
6120,"20251024007812","C","2023-07-26",NULL
6121,"20251024007813","C","1987-10-26",NULL
6122,"20251024007814","C","1981-08-06",NULL
6123,"20251024007815","B","2007-11-04",NULL
6124,"20251024007817","B","2009-12-24",NULL
6125,"20251024007819","B","2004-12-15","2009-10-20"
6126,"20251024007819","C","2009-10-21",NULL
6127,"20251024007820","L","2009-08-21",NULL
6128,"20251024007821","C","2019-06-22",NULL
6129,"20251024007822","B","2024-01-20",NULL
6130,"20251024007823","C","1984-10-19",NULL
6131,"20251024007824","F","2022-05-17",NULL
6132,"20251024007826","C","2008-12-31",NULL
6133,"20251024007827","B","2017-11-14","2022-07-21"
6134,"20251024007829","B","2011-03-05",NULL
6135,"20251024007830","C","2022-04-26",NULL
6136,"20251024007831","C","2024-07-13",NULL
6137,"20251024007832","C","2010-05-26",NULL
6138,"20251024007834","C","1972-05-09",NULL
6139,"20251024007835","B","1987-09-18",NULL
6140,"20251024007836","F","1992-10-25",NULL
6141,"20251024007838","L","1988-05-23",NULL
6142,"20251024007841","C","1977-08-21",NULL
6143,"20251024007842","F","2011-11-27",NULL
6144,"20251024007843","C","2022-03-18",NULL
6145,"20251024007844","B","2023-07-19",NULL
6146,"20251024007845","G","1983-04-22",NULL
6147,"20251024007846","C","1985-01-19",NULL
6148,"20251024007847","B","2013-05-09",NULL
6149,"20251024007850","C","2003-10-16",NULL
6150,"20251024007851","B","1980-07-11",NULL
6151,"20251024007853","G","2002-10-23",NULL
6152,"20251024007854","B","1973-02-02","1977-02-11"
6153,"20251024007854","C","1977-02-12",NULL
6154,"20251024007855","C","2016-08-04",NULL
6155,"20251024007856","S","2011-04-12",NULL
6156,"20251024007857","N","1994-09-21",NULL
6157,"20251024007859","C","2024-07-23",NULL
6158,"20251024007860","L","1983-07-07",NULL
6159,"20251024007861","B","2018-04-19",NULL
6160,"20251024007862","G","2007-08-07","2008-08-01"
6161,"20251024007863","C","2004-08-07",NULL
6162,"20251024007864","L","2020-05-27",NULL
6163,"20251024007865","B","2019-02-15",NULL
6164,"20251024007866","G","1993-12-22",NULL
6165,"20251024007867","G","2014-07-05",NULL
6166,"20251024007869","C","1978-02-19",NULL
6167,"20251024007870","B","2022-03-05",NULL
6168,"20251024007871","C","1995-11-22",NULL
6169,"20251024007873","S","2015-03-26",NULL
6170,"20251024007874","L","1974-03-29",NULL
6171,"20251024007875","C","2004-06-10",NULL
6172,"20251024007876","S","2003-11-26",NULL
6173,"20251024007877","B","1994-05-19",NULL
6174,"20251024007878","B","2014-04-01",NULL
6175,"20251024007879","C","2008-06-15",NULL
6176,"20251024007880","B","2000-10-16",NULL
6177,"20251024007881","F","1975-05-16",NULL
6178,"20251024007882","B","2021-03-25",NULL
6179,"20251024007883","C","1988-01-02",NULL
6180,"20251024007884","G","2002-06-09",NULL
6181,"20251024007885","B","2008-08-09",NULL
6182,"20251024007888","C","1954-08-09",NULL
6183,"20251024007889","L","2021-03-19",NULL
6184,"20251024007890","B","2024-12-26",NULL
6185,"20251024007891","C","2005-10-07",NULL
6186,"20251024007892","B","1952-09-07",NULL
6187,"20251024007893","S","1978-02-21",NULL
6188,"20251024007894","B","2015-08-21",NULL
6189,"20251024007895","C","1970-10-03",NULL
6190,"20251024007896","B","2009-06-15",NULL
6191,"20251024007897","C","2019-05-13",NULL
6192,"20251024007898","C","2008-08-29",NULL
6193,"20251024007899","C","2005-11-05",NULL
6194,"20251024007900","B","2019-02-27",NULL
6195,"20251024007901","B","1989-10-13",NULL
6196,"20251024007903","G","2015-05-21","2016-05-15"
6197,"20251024007905","S","2022-07-14",NULL
6198,"20251024007906","C","2015-07-21",NULL
6199,"20251024007907","C","1981-12-02",NULL
6200,"20251024007908","L","1966-08-21",NULL
6201,"20251024007910","B","2022-04-18",NULL
6202,"20251024007911","G","2017-05-15",NULL
6203,"20251024007913","B","1999-05-16",NULL
6204,"20251024007914","C","2019-10-16",NULL
6205,"20251024007916","L","2020-03-31",NULL
6206,"20251024007917","C","1971-08-27",NULL
6207,"20251024007918","B","1956-10-31",NULL
6208,"20251024007919","C","1992-12-23",NULL
6209,"20251024007920","C","1983-02-25",NULL
6210,"20251024007921","B","1986-10-03",NULL
6211,"20251024007922","G","1968-10-07",NULL
6212,"20251024007923","F","2019-01-24","2022-11-04"
6213,"20251024007923","C","2022-11-05",NULL
6214,"20251024007924","B","1992-11-06",NULL
6215,"20251024007925","G","1978-06-20",NULL
6216,"20251024007926","F","2024-12-08",NULL
6217,"20251024007928","C","2000-11-05",NULL
6218,"20251024007929","G","2006-04-02",NULL
6219,"20251024007930","C","1996-02-17",NULL
6220,"20251024007931","G","2007-06-24",NULL
6221,"20251024007933","B","1997-05-30",NULL
6222,"20251024007934","C","2020-07-10",NULL
6223,"20251024007935","B","1984-03-28",NULL
6224,"20251024007936","C","2024-06-06",NULL
6225,"20251024007937","B","2011-02-08",NULL
6226,"20251024007938","G","2014-08-07",NULL
6227,"20251024007939","B","1989-10-10",NULL
6228,"20251024007940","B","1982-08-11","1986-11-18"
6229,"20251024007940","C","1986-11-19",NULL
6230,"20251024007941","F","1991-09-10","1995-02-21"
6231,"20251024007941","B","1995-02-22",NULL
6232,"20251024007942","B","2007-06-09",NULL
6233,"20251024007944","B","2007-08-18",NULL
6234,"20251024007945","C","1998-02-01",NULL
6235,"20251024007946","B","2018-05-03",NULL
6236,"20251024007947","C","2023-11-07",NULL
6237,"20251024007948","C","1964-01-28",NULL
6238,"20251024007949","B","2006-04-13",NULL
6239,"20251024007951","F","2024-08-01",NULL
6240,"20251024007952","G","2023-12-07",NULL
6241,"20251024007955","C","2000-04-13",NULL
6242,"20251024007956","B","2023-04-07",NULL
6243,"20251024007957","C","1956-12-15",NULL
6244,"20251024007958","C","1993-08-21",NULL
6245,"20251024007959","F","2000-02-05",NULL
6246,"20251024007960","N","1957-04-24",NULL
6247,"20251024007961","C","1973-12-30",NULL
6248,"20251024007962","B","1992-02-22",NULL
6249,"20251024007963","B","2014-07-21",NULL
6250,"20251024007965","B","1958-05-26",NULL
6251,"20251024007966","G","2000-12-24",NULL
6252,"20251024007968","C","2019-05-20",NULL
6253,"20251024007970","B","2013-11-30",NULL
6254,"20251024007971","B","2009-12-01",NULL
6255,"20251024007972","C","2001-09-17",NULL
6256,"20251024007974","C","2022-03-17",NULL
6257,"20251024007975","C","1986-04-02",NULL
6258,"20251024007976","F","1962-09-09",NULL
6259,"20251024007978","C","2004-08-12",NULL
6260,"20251024007980","G","1996-09-07",NULL
6261,"20251024007981","C","2011-05-12",NULL
6262,"20251024007982","N","1985-08-30",NULL
6263,"20251024007983","C","2023-09-06",NULL
6264,"20251024007984","G","1986-12-17","1987-12-12"
6265,"20251024007984","B","1987-12-13","1992-09-17"
6266,"20251024007986","C","2021-11-22",NULL
6267,"20251024007988","L","2015-10-08",NULL
6268,"20251024007989","B","1945-12-16","1950-05-24"
6269,"20251024007989","C","1950-05-25",NULL
6270,"20251024007991","B","2007-12-08",NULL
6271,"20251024007992","G","2022-11-03",NULL
6272,"20251024007993","G","2022-11-22",NULL
6273,"20251024007994","L","1991-12-30",NULL
6274,"20251024007995","B","2022-01-02",NULL
6275,"20251024007998","G","2020-12-26",NULL
6276,"20251024007999","G","2021-11-17",NULL
6277,"20251024008000","F","2001-08-18",NULL
6278,"20251024008002","B","1999-12-16",NULL
6279,"20251024008003","C","1974-10-12",NULL
6280,"20251024008004","C","2019-12-09",NULL
6281,"20251024008005","B","2009-06-25",NULL
6282,"20251024008006","C","2008-06-05",NULL
6283,"20251024008007","C","2004-10-18",NULL
6284,"20251024008009","B","1993-05-04",NULL
6285,"20251024008010","B","2009-02-09",NULL
6286,"20251024008012","C","2019-08-29",NULL
6287,"20251024008013","B","2021-09-24",NULL
6288,"20251024008014","C","1967-08-23",NULL
6289,"20251024008016","C","2022-06-23",NULL
6290,"20251024008017","B","2021-03-24",NULL
6291,"20251024008018","C","2020-04-03",NULL
6292,"20251024008019","C","1973-08-06",NULL
6293,"20251024008021","N","2023-12-20",NULL
6294,"20251024008022","B","2020-07-27",NULL
6295,"20251024008023","G","2009-03-23",NULL
6296,"20251024008024","C","2024-12-17",NULL
6297,"20251024008025","S","2018-03-08",NULL
6298,"20251024008029","B","1963-07-29",NULL
6299,"20251024008030","B","2013-09-17",NULL
6300,"20251024008031","N","1984-06-14",NULL
6301,"20251024008032","B","2023-06-05",NULL
6302,"20251024008033","S","1980-08-25",NULL
6303,"20251024008036","B","2008-08-01",NULL
6304,"20251024008037","C","2001-12-22",NULL
6305,"20251024008039","C","2007-07-15",NULL
6306,"20251024008041","B","2014-02-11",NULL
6307,"20251024008042","C","2011-10-27",NULL
6308,"20251024008043","B","2022-08-12",NULL
6309,"20251024008044","G","2006-10-23",NULL
6310,"20251024008045","G","2015-12-22",NULL
6311,"20251024008046","B","2021-12-13",NULL
6312,"20251024008047","C","1960-06-10",NULL
6313,"20251024008050","C","1974-12-31",NULL
6314,"20251024008051","B","2000-12-26",NULL
6315,"20251024008052","B","1986-06-10",NULL
6316,"20251024008053","F","2023-05-04",NULL
6317,"20251024008058","B","2023-08-14",NULL
6318,"20251024008059","B","2006-02-20",NULL
6319,"20251024008060","C","1992-04-27",NULL
6320,"20251024008063","C","2024-06-13",NULL
6321,"20251024008065","B","2024-10-22",NULL
6322,"20251024008066","C","2017-03-03",NULL
6323,"20251024008067","C","2016-02-29",NULL
6324,"20251024008068","C","2018-02-26",NULL
6325,"20251024008071","G","2009-12-16",NULL
6326,"20251024008072","C","2023-04-03",NULL
6327,"20251024008073","B","2000-10-24","2005-01-31"
6328,"20251024008073","C","2005-02-01",NULL
6329,"20251024008074","B","1970-09-29",NULL
6330,"20251024008078","B","1999-01-03",NULL
6331,"20251024008080","L","2011-04-23",NULL
6332,"20251024008081","B","2001-12-03",NULL
6333,"20251024008082","G","2017-10-15","2018-10-10"
6334,"20251024008082","B","2018-10-11",NULL
6335,"20251024008083","B","2013-11-19",NULL
6336,"20251024008084","C","2006-01-18",NULL
6337,"20251024008086","B","2024-12-31",NULL
6338,"20251024008087","C","1983-10-10",NULL
6339,"20251024008088","B","2006-02-20",NULL
6340,"20251024008089","S","1980-04-12",NULL
6341,"20251024008090","S","2023-04-16",NULL
6342,"20251024008091","S","2000-07-31",NULL
6343,"20251024008092","C","1989-07-16",NULL
6344,"20251024008093","F","2020-05-10","2023-12-21"
6345,"20251024008093","C","2023-12-22",NULL
6346,"20251024008095","G","2012-08-17",NULL
6347,"20251024008097","C","2021-09-09",NULL
6348,"20251024008098","B","1985-03-20",NULL
6349,"20251024008099","C","2016-11-26",NULL
6350,"20251024008100","G","2011-04-12",NULL
6351,"20251024008101","L","2023-08-15","2024-08-09"
6352,"20251024008101","G","2024-08-10",NULL
6353,"20251024008102","B","1967-09-03",NULL
6354,"20251024008104","G","1978-03-15","1979-03-10"
6355,"20251024008106","B","2023-04-15",NULL
6356,"20251024008108","B","2017-03-08",NULL
6357,"20251024008109","C","2022-05-03",NULL
6358,"20251024008111","G","1994-07-19",NULL
6359,"20251024008112","B","2022-06-25",NULL
6360,"20251024008114","L","2017-09-29",NULL
6361,"20251024008115","C","2009-05-05",NULL
6362,"20251024008116","B","1998-05-23",NULL
6363,"20251024008117","N","1984-03-28",NULL
6364,"20251024008118","B","2013-01-20",NULL
6365,"20251024008119","B","1981-02-15",NULL
6366,"20251024008121","C","1990-03-01",NULL
6367,"20251024008122","F","1972-04-03",NULL
6368,"20251024008123","C","1985-08-25",NULL
6369,"20251024008126","B","1984-02-13",NULL
6370,"20251024008127","B","2016-04-19",NULL
6371,"20251024008129","G","1978-02-04",NULL
6372,"20251024008131","L","2012-05-06",NULL
6373,"20251024008132","G","2017-08-15",NULL
6374,"20251024008133","S","1984-08-10",NULL
6375,"20251024008135","C","2020-03-07",NULL
6376,"20251024008136","B","1974-07-19",NULL
6377,"20251024008137","B","2017-12-26",NULL
6378,"20251024008139","C","2010-05-08",NULL
6379,"20251024008140","G","2013-07-19",NULL
6380,"20251024008142","C","2014-05-29",NULL
6381,"20251024008143","C","1977-09-20",NULL
6382,"20251024008144","B","1977-07-06",NULL
6383,"20251024008145","C","1950-07-26",NULL
6384,"20251024008146","B","2020-12-20",NULL
6385,"20251024008149","G","2009-09-01",NULL
6386,"20251024008150","S","2024-07-08",NULL
6387,"20251024008152","F","1984-06-16",NULL
6388,"20251024008155","L","2020-04-02",NULL
6389,"20251024008156","C","2010-05-05",NULL
6390,"20251024008157","G","2005-01-12",NULL
6391,"20251024008159","B","2009-06-03",NULL
6392,"20251024008160","B","2008-06-10",NULL
6393,"20251024008161","C","2015-05-10",NULL
6394,"20251024008162","B","2015-12-17",NULL
6395,"20251024008163","B","1953-04-22",NULL
6396,"20251024008164","C","1994-04-21",NULL
6397,"20251024008165","C","2009-04-26",NULL
6398,"20251024008166","B","2003-02-17",NULL
6399,"20251024008167","C","2000-09-24",NULL
6400,"20251024008168","S","2024-07-21",NULL
6401,"20251024008169","B","2001-07-20",NULL
6402,"20251024008170","F","1984-11-16",NULL
6403,"20251024008171","L","1996-11-10",NULL
6404,"20251024008172","G","2024-05-17",NULL
6405,"20251024008174","C","2021-09-04",NULL
6406,"20251024008175","B","2019-12-25",NULL
6407,"20251024008176","F","2018-05-19",NULL
6408,"20251024008177","C","2019-02-02",NULL
6409,"20251024008178","F","1946-11-18",NULL
6410,"20251024008179","C","2021-09-26",NULL
6411,"20251024008181","B","1964-01-27",NULL
6412,"20251024008182","L","2018-04-27",NULL
6413,"20251024008183","C","2008-11-03",NULL
6414,"20251024008185","C","2008-04-14",NULL
6415,"20251024008186","C","2014-09-04",NULL
6416,"20251024008187","L","2019-01-09",NULL
6417,"20251024008188","C","2003-03-29",NULL
6418,"20251024008189","B","2011-08-02","2015-10-10"
6419,"20251024008189","C","2015-10-11",NULL
6420,"20251024008191","C","2014-11-19",NULL
6421,"20251024008192","L","2019-11-12",NULL
6422,"20251024008193","S","1989-03-18",NULL
6423,"20251024008194","B","2000-05-06","2004-09-12"
6424,"20251024008194","C","2004-09-13",NULL
6425,"20251024008196","B","2023-09-08",NULL
6426,"20251024008198","B","2024-11-27",NULL
6427,"20251024008199","B","1983-10-18",NULL
6428,"20251024008200","C","1987-06-17",NULL
6429,"20251024008201","B","2000-07-15",NULL
6430,"20251024008202","C","2016-04-27",NULL
6431,"20251024008203","G","2018-06-04",NULL
6432,"20251024008204","L","1991-01-23","1991-07-22"
6433,"20251024008205","B","1998-11-07",NULL
6434,"20251024008206","G","1981-02-21",NULL
6435,"20251024008207","B","1960-03-15","1964-06-22"
6436,"20251024008210","G","1968-04-08",NULL
6437,"20251024008211","C","2022-06-08",NULL
6438,"20251024008212","B","2007-09-27",NULL
6439,"20251024008213","S","1973-01-26",NULL
6440,"20251024008214","B","2019-11-16",NULL
6441,"20251024008216","B","2003-05-29",NULL
6442,"20251024008217","C","2009-10-06",NULL
6443,"20251024008218","B","2004-06-03",NULL
6444,"20251024008219","B","2005-06-26",NULL
6445,"20251024008221","G","2020-12-03",NULL
6446,"20251024008222","B","2012-11-18",NULL
6447,"20251024008223","B","2022-06-25",NULL
6448,"20251024008225","C","2013-10-04",NULL
6449,"20251024008226","B","1992-04-22",NULL
6450,"20251024008228","B","1994-07-09",NULL
6451,"20251024008229","F","2019-07-19",NULL
6452,"20251024008230","B","2018-01-14",NULL
6453,"20251024008231","B","1969-08-17","1973-08-26"
6454,"20251024008231","C","1973-08-27",NULL
6455,"20251024008232","C","2017-08-14",NULL
6456,"20251024008234","S","1998-03-27",NULL
6457,"20251024008235","C","1962-01-09",NULL
6458,"20251024008236","C","1998-04-13",NULL
6459,"20251024008237","B","2008-09-01","2012-08-11"
6460,"20251024008237","C","2012-08-12",NULL
6461,"20251024008238","G","2021-06-24",NULL
6462,"20251024008240","B","2012-02-01",NULL
6463,"20251024008241","G","2017-05-24",NULL
6464,"20251024008242","B","2021-06-14",NULL
6465,"20251024008243","B","2023-08-10",NULL
6466,"20251024008244","C","2009-10-11",NULL
6467,"20251024008245","S","1982-08-08",NULL
6468,"20251024008246","B","2003-12-08",NULL
6469,"20251024008247","B","1995-06-17",NULL
6470,"20251024008249","B","2000-09-12",NULL
6471,"20251024008251","B","2000-07-05",NULL
6472,"20251024008253","B","2012-02-04",NULL
6473,"20251024008255","C","2008-01-02",NULL
6474,"20251024008256","G","2020-01-21",NULL
6475,"20251024008257","B","1988-09-21",NULL
6476,"20251024008258","B","2010-04-25",NULL
6477,"20251024008259","C","1992-01-22",NULL
6478,"20251024008260","B","2019-03-08","2022-04-14"
6479,"20251024008261","C","2019-06-11",NULL
6480,"20251024008263","C","1968-03-09",NULL
6481,"20251024008264","B","2005-02-20",NULL
6482,"20251024008265","C","1978-04-07",NULL
6483,"20251024008266","C","1960-05-28",NULL
6484,"20251024008267","B","2024-07-01",NULL
6485,"20251024008268","B","2020-05-25",NULL
6486,"20251024008270","B","2018-06-15",NULL
6487,"20251024008271","C","2012-08-30",NULL
6488,"20251024008272","L","2021-03-17",NULL
6489,"20251024008273","L","2019-12-07",NULL
6490,"20251024008274","B","2005-07-22",NULL
6491,"20251024008276","B","2016-08-01",NULL
6492,"20251024008277","B","1972-06-27",NULL
6493,"20251024008278","C","2010-04-16",NULL
6494,"20251024008279","B","2024-07-03",NULL
6495,"20251024008280","B","1968-11-12",NULL
6496,"20251024008281","N","2015-08-17",NULL
6497,"20251024008282","B","1988-03-12",NULL
6498,"20251024008283","L","1999-04-23",NULL
6499,"20251024008284","L","2024-02-01",NULL
6500,"20251024008285","B","1982-10-23",NULL
6501,"20251024008287","L","2006-12-22",NULL
6502,"20251024008288","B","1954-06-20",NULL
